Freq(MHz),Loss
7032.5,-12.02
7044.6875,-12.03
7056.875,-11.99
7069.0625,-11.95
7081.25,-11.95
7093.4375,-11.97
7105.625,-11.96
7117.8125,-11.91
7130,-11.85
7142.1875,-11.83
7154.375,-11.86
7166.5625,-11.87
7178.75,-11.85
7190.9375,-11.85
7203.125,-11.88
7215.3125,-11.94
7227.5,-11.96
7239.6875,-11.92
7251.875,-11.87
7264.0625,-11.82
7276.25,-11.84
7288.4375,-11.87
7300.625,-11.88
7312.8125,-11.87
7325,-11.88
7337.1875,-11.95
7349.375,-12.05
7361.5625,-12.09
7373.75,-12.06
7385.9375,-12.01
7398.125,-11.96
7410.3125,-11.95
7422.5,-11.94
7434.6875,-11.9
7446.875,-11.84
7459.0625,-11.82
7471.25,-11.84
7483.4375,-11.88
7495.625,-11.91
7507.8125,-11.93
7520,-11.97
7532.1875,-12.07
7544.375,-12.17
7556.5625,-12.22
7568.75,-12.19
7580.9375,-12.13
7593.125,-12.08
7605.3125,-12.08
7617.5,-12.08
7629.6875,-12.03
7641.875,-11.97
7654.0625,-11.92
7666.25,-11.92
7678.4375,-11.97
7690.625,-12
7702.8125,-11.98
7715,-11.94
7727.1875,-11.93
7739.375,-11.96
7751.5625,-11.97
7763.75,-11.96
7775.9375,-11.9
7788.125,-11.85
7800.3125,-11.84
7812.5,-11.86
7824.6875,-11.87
7836.875,-11.87
7849.0625,-11.92
7861.25,-12.02
7873.4375,-12.12
7885.625,-12.21
7897.8125,-12.22
7910,-12.18
7922.1875,-12.15
7934.375,-12.17
7946.5625,-12.19
7958.75,-12.16
7970.9375,-12.08
7983.125,-11.99
7995.3125,-11.95
8007.5,-11.95
8019.6875,-11.96
8031.875,-11.95
8044.0625,-11.93
8056.25,-11.95
8068.4375,-12
8080.625,-12.06
8092.8125,-12.05
8105,-12
8117.1875,-11.94
8129.375,-11.91
8141.5625,-11.92
8153.75,-11.91
8165.9375,-11.89
8178.125,-11.87
8190.3125,-11.91
8202.5,-12
8214.6875,-12.08
8226.875,-12.13
8239.0625,-12.14
8251.25,-12.15
8263.4375,-12.22
8275.625,-12.31
8287.8125,-12.36
8300,-12.33
8312.1875,-12.24
8324.375,-12.14
8336.5625,-12.08
8348.75,-12.05
8360.9375,-12.02
8373.125,-11.97
8385.3125,-11.93
8397.5,-11.92
8409.6875,-11.93
8421.875,-11.94
8434.0625,-11.94
8446.25,-11.95
8458.4375,-11.98
8470.625,-12.05
8482.8125,-12.09
8495,-12.09
8507.1875,-12.07
8519.375,-12.04
8531.5625,-12.09
8543.75,-12.13
8555.9375,-12.15
8568.125,-12.12
8580.3125,-12.11
8592.5,-12.12
8604.6875,-12.19
8616.875,-12.28
8629.0625,-12.29
8641.25,-12.25
8653.4375,-12.17
8665.625,-12.11
8677.8125,-12.12
8690,-12.12
8702.1875,-12.11
8714.375,-12.08
8726.5625,-12.05
8738.75,-12.07
8750.9375,-12.09
8763.125,-12.09
8775.3125,-12.12
8787.5,-12.18
8799.6875,-12.28
8811.875,-12.41
8824.0625,-12.46
8836.25,-12.46
8848.4375,-12.42
8860.625,-12.36
8872.8125,-12.35
8885,-12.36
8897.1875,-12.33
8909.375,-12.3
8921.5625,-12.2
8933.75,-12.11
8945.9375,-12.1
8958.125,-12.06
8970.3125,-12.03
8982.5,-12.04
8994.6875,-12.04
9006.875,-12.09
9019.0625,-12.14
9031.25,-12.11
9043.4375,-12.09
9055.625,-12.06
9067.8125,-12.02
9080,-12.04
9092.1875,-12.05
9104.375,-12.06
9116.5625,-12.09
9128.75,-12.15
9140.9375,-12.22
9153.125,-12.28
9165.3125,-12.32
9177.5,-12.35
9189.6875,-12.41
9201.875,-12.47
9214.0625,-12.63
9226.25,-12.69
9238.4375,-12.67
9250.625,-12.59
9262.8125,-12.49
9275,-12.38
9287.1875,-12.37
9299.375,-12.35
9311.5625,-12.32
9323.75,-12.3
9335.9375,-12.3
9348.125,-12.26
9360.3125,-12.27
9372.5,-12.28
9384.6875,-12.32
9396.875,-12.38
9409.0625,-12.48
9421.25,-12.56
9433.4375,-12.6
9445.625,-12.56
9457.8125,-12.52
9470,-12.47
9482.1875,-12.45
9494.375,-12.43
9506.5625,-12.41
9518.75,-12.36
9530.9375,-12.31
9543.125,-12.3
